species_id,Country,SiteName,Lat,Long,Years,Habitat,EnglishName,LatinName,JetzLatinName,JetzTipLabel,JetzFamily,JetzOrder,NestShape,SampleSize,SuccessfulNests,PercentageSuccessfulNests,DSR,FailedNests,DepredatedNests,PercentageDepredated,NestSuccessNotes,IncubationPeriod.days.,NestlingPeriod.days.,ClutchSize,ReferenceForClutchSize,ReferenceForIncubationPeriod,ReferenceForNestlingPeriod,GeneralNotes,Citation,demelevation,Hemisphere,temptrop2,temptrop
272,Guatemala,Atitl_n volcano,14.56979,-90.20762,2001-2009,closed,Azure-rumped Tanager,Tangara cabanisi,Tangara cabanisi,Tangara_cabanisi,Thraupidae,13008,open,18,NA,NA,0.94,NA,NA,NA,NA,14,15,2,HBW Alive,HBW Alive,HBW Alive,NA,"Eisermann K, S Arbeiter, G Lopez, C Avendano, J de Leon Lux, A Burge, A de Leon Lux & E Buchan. 2011. Nesting ecology of the endangered Azure-Rumped Tanager (Tangara cabanisi) in Guatemala. Ornitologia Neotropical 22: 39-57.",1654.272949,N,trop,tropical
273,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Silver-throated Tanager,Tangara icterocephala,Tangara icterocephala,Tangara_icterocephala,Thraupidae,13021,open,35,19,0.542857143,NA,NA,NA,NA,NA,13.5,15,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",818.7720947,N,trop,tropical
274,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,closed,Golden-hooded Tanager,Tangara larvata,Tangara larvata,Tangara_larvata,Thraupidae,13043,open,35,10,0.285714286,NA,NA,NA,NA,NA,14,14.5,2,Paper,HBW Alive,HBW Alive,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",706.5334473,N,trop,tropical
275,Brazil,da bacia do Rio SaÊo Bartolomeu,-15.666667,-47.71667,2008,open,Coal-crested Finch,Charitospiza eucosma,Charitospiza eucosma,Charitospiza_eucosma,Emberizidae,13080,open,38,NA,NA,0.939,NA,NA,NA,NA,13.4,12,2,Paper,Paper,Paper,NA,"Diniz P, DM Ramos & N Chemin. 2013. Breeding biology of Coal-crested Finches. The Wilson Journal of Ornithology 125: 592-599.",1054.165283,S,trop,tropical
276,Argentina,Reserva de Biosfera de Nacunan,-34.0333333,-67.9867045,"1995, 1996, 1997, 1998, 1999",semi-open,Many-colored Chaco Finch,Saltatricula multicolor,Saltatricula multicolor,Saltatricula_multicolor,Emberizidae,13082,open,16,1.696,0.106,0.9167,NA,NA,0.909,SuccNests is %SuccNests x Sample size (DSR is nestling DSR only),NA,NA,3,HBW Alive (median),NA,NA,NA,"Mezquida ET & Marone L. 2001. Factors affecting nesting success of a bird assembly in the central monte desert, Argentina. Journal of Avian Biology 32: 287-296.",589.6465454,S,stemp,temperate
277,Brazil,"Sorocabo, Sao Paulo",-23.578547,-47.530332,2011-2015,semi-open,Red-crested Finch,Coryphospingus cucullatus,Coryphospingus cucullatus,Coryphospingus_cucullatus,Emberizidae,13084,open,13,NA,0.282,NA,NA,NA,NA,NA,11.27,12,2.1,Paper,Paper,Paper,NA,Zima PV & MR Francisco. 2016. Reproductive behavior of the Red-crested Finch Coryphospingus cucullatus (Aves: Thraupidae) in southeastern Brazil. Zoologia 33.,655.1478882,S,stemp,temperate
278,Ecuador,Ancon (Guayas Province),-2.310831,-80.838557,1955-1958,semi-open,Crimson-breasted Finch,Rhodospingus cruentatus,Rhodospingus cruentus,Rhodospingus_cruentus,Emberizidae,13085,open,96,62,0.645833333,NA,NA,NA,NA,"Marchant writes that of 269 eggs, 586 nestlings fledged (vs. 62 successful nests out of 96). 7 failed nests due to desertion (vs. 17 with losses of eggs or young = predators?)",11,8,3.2,Paper,Paper,Paper,NA,Marchant S. 1960. The breeding of some SW Ecuadorian birds. Ibis 102: 349-382,36.67686844,S,trop,tropical
279,Argentina,Reserva de Biosfera de Nacunan,-34.0333333,-67.9867045,"1995, 1996, 1997, 1998, 1999",semi-open,Cinnamon Warbling-Finch,Poospiza ornata,Poospiza ornata,Poospiza_ornata,Emberizidae,13125,open,53,4.452,0.084,0.9236,NA,NA,0.971,SuccNests is %SuccNests x Sample size (DSR is nestling DSR only),NA,NA,3,HBW Alive,NA,NA,NA,"Mezquida ET & Marone L. 2001. Factors affecting nesting success of a bird assembly in the central monte desert, Argentina. Journal of Avian Biology 32: 287-296.",589.6465454,S,stemp,temperate
280,Ecuador,Ancon (Guayas Province),-2.310831,-80.838557,1955-1958,semi-open,Collared Warbling-Finch,Poospica hispaniolensis,Poospiza hispaniolensis,Poospiza_hispaniolensis,Emberizidae,13134,open,68,32,0.470588235,NA,NA,NA,NA,"Marchant writes that of 186 eggs, 70 nestlings fledged (vs. 32 successful nests out of 68). 6 failed nests due to desertion (vs. 16 with losses of eggs or young = predators?)",12,9,3.6,Paper,Paper,Paper,NA,Marchant S. 1960. The breeding of some SW Ecuadorian birds. Ibis 102: 349-382,36.67686844,S,trop,tropical
281,Argentina,Estacio_n Experimental agrope- cuaria la Mari_a,-28.046901,-64.198427,2008-2011,semi-open,Ringed Warbling-Finch,Poospiza torquata,Poospiza torquata,Poospiza_torquata,Emberizidae,13135,open,143,31,0.22,NA,NA,NA,NA,NA,12,9,3.2,Paper,Other papers in dataset on congeners,Other papers in dataset on congeners,NA,"Sanchez R, PG Blendinger, EM Wagner & E Martin. 2013. Hierarchical habitat selection and reproductive success of the Ringed Warbling-Finch in Chaco woodlands. The Condor 115: 893-901.",161.0762634,S,stemp,temperate
281,Argentina,Reserva de Biosfera de Nacunan,-34.0333333,-67.9867045,"1995, 1996, 1997, 1998, 1999",semi-open,Ringed Warbling-Finch,Poospiza torquata,Poospiza torquata,Poospiza_torquata,Emberizidae,13135,open,97,7.663,0.079,0.9102,NA,NA,0.895,SuccNests is %SuccNests x Sample size (DSR is nestling DSR only),NA,NA,3.5,HBW Alive (median),NA,NA,NA,"Mezquida ET & Marone L. 2001. Factors affecting nesting success of a bird assembly in the central monte desert, Argentina. Journal of Avian Biology 32: 287-296.",589.6465454,S,stemp,temperate
282,Brazil,Brasêlia National Park,-15.73405,-47.93522,2007,open,Stripe-tailed Yellowfinch,Sicalis citrina,Sicalis citrina,Sicalis_citrina,Emberizidae,13138,open,73,19,0.2603,0.94,54,48,0.888888889,6 nest failures caused by weather and infertile eggs.,12,13,2.5,HBW Alive (median),HBW Alive,HBW Alive,"Birds were nesting in abandoned mine pits, so perhaps predation rates are higher here than in natural setting. They usually are in open rocky areas, pastures, etc, so maybe not.",Gressler D & M Marini. 2015. Striped-tailed Yellow-finch nesting success in abandoned mining pits from central Brazilian cerrado. Brazilian Journal of Biology 75: 191-197.,1070.356445,S,trop,tropical
283,Argentina,Magdelena,-35.0806673,-57.5177615,"1977, 1978, 1979",semi-open,Saffron Finch,Sicalis flaveola,Sicalis flaveola,Sicalis_flaveola,Emberizidae,13146,enclosed,12,NA,NA,0.978,NA,NA,NA,only nestlingDSR used,13.3,14.6,4.2,Paper,Paper,Paper,NA,"Mason P. 1985. The nestling biology of some passerines of Beunos Aires, Argentina. Ornithological Monographs 36: 954-972.",8.386920929,S,stemp,temperate
284,Brazil,Estacao Ecologica de Aguas Emendadas,-15.5532427,-47.5963285,2003-2009 (inclusive),open,Wedge-tailed Grass Finch,Emberizoides herbicola,Emberizoides herbicola,Emberizoides_herbicola,Emberizidae,13151,open,18,8,0.44,0.935,NA,NA,0.389,DSR for nestlings only,14.8,11,2,Paper,Paper,Paper,NA,"Marini MA, Vasconcellos MM & Lobo Y. 2013. Reproductive biology and territoriality of the Wedgetailed Grass-Finch (Emberizoides herbicola) (Aves: Passeriformes). Bioscience Journal 30: 853-862.",1094.124878,S,trop,tropical
285,Brazil,Parque Estadual do Tainhas,-29.09944,-50.36389,2012-2014,open,Lesser Grass-Finch,Emberizoides ypiranganus,Emberizoides ypiranganus,Emberizoides_ypiranganus,Emberizidae,13153,open,86,NA,NA,0.961,NA,NA,NA,NA,13.7,10.6,2.7,Paper,Paper,Paper,NA,"Chiarani, E., and C. S. Fontana. 2015. Breeding biology of the Lesser Grass-finch (Emberizoides ypiranganus) in southern Brazilian upland grasslands. Wilson Journal of Ornithology 127:441_456.",815.9714355,S,stemp,temperate
286,Brazil,Fazenda çgua Limpa,-15.9487,-47.93401,1999-2001,open,Blue-black Grassquit,Volatinia jacarina,Volatinia jacarina,Volatinia_jacarina,Emberizidae,13159,open,29,NA,NA,0.8645,NA,NA,NA,They note that there estimates of survival are lower than those reported by other studies.,10.5,9,2.1,Paper,Paper,HBW Alive,NA,"Carvalho CBV, RHF Macedo & JA Graves. 2007. Reproduction of Blue-black Grassquits in central Brazil. Brazilian Journal of Biology 67: 275-281.",1144.186523,S,trop,tropical
286,Brazil,Belem,-1.21324,-48.234302,1972-1973,open,Blue-black Grassquit,Volatinia jacarina,Volatinia jacarina,Volatinia_jacarina,Emberizidae,13159,open,125,34,0.272,0.914069877,91,77,0.846153846,Study provides raw data that can be used both to calculate percentage of successful  nests (nearly all unsuccessful nests = depredated) and also to calculate daily survival probability. 77 of failed nests thought to be due to predation.,10.5,9,3,HBW Alive,Other papers in dataset on same species,HBW Alive,NA,Oniki Y. 1979. Is nesting success of birds low in the tropics? Biotropica 11: 60-69,23.54823303,S,trop,tropical
287,Brazil,Southeastern Santa Catarina,-28.138,-50.908,2007-2011,open,Tropeiro Seedeater,Sporophila beltoni,Sporophila plumbea,Sporophila_plumbea,Emberizidae,13164,open,90,38,0.4222,0.941,NA,NA,0.48,"133 nests found and reported 44 nests depredated, 22 abandoned, 12 trampled by cattle, and 13 lost to other causes. DSR was calculated from 90 nest, of which 38 were successful. 91 nests failed and 44 failed due to predators.",12,10,2,Paper,Paper,Paper,NA,Repenning M & CS Fontana. 2016. Breeding biology of the Tropeiro Seedeater (Sporophila beltoni). The Auk 133: 484-496.,892.1906128,S,stemp,temperate
288,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,open,Variable Seedeater,Sporophila aurita,Sporophila corvina,Sporophila_corvina,Emberizidae,13165,open,44,24,0.545454545,NA,NA,NA,NA,NA,12,10,2,Paper,HBW Alive,Other papers in dataset on Sporophila (used median of congeners),NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",818.7720947,N,trop,tropical
289,Brazil,Sorocabaês Engineering University,-23.466667,-47.41667,2006-2009,open,Lined Seedeater,Sporophila lineola,Sporophila lineola,Sporophila_lineola,Emberizidae,13176,open,33,13,0.3939,NA,NA,NA,NA,NA,11,11,2.2,Paper,Paper,Paper,NA,"de Oliveira LS, LMS Sousa, PV Davanco & MR Francisco. 2010. Breeding behaviour of the Lined Seedeater (Sporophila lineola) in southeastern Brazil. Ornitologia Neotropical 21: 251-261.",605.9146118,S,trop,tropical
290,Brazil,Belem,-1.21324,-48.234302,1972-1973,open,Yellow-bellied Seedeater,Sporophila nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,13178,open,10,3,0.3,0.921348315,7,6,0.857142857,Study provides raw data that can be used both to calculate percentage of successful  nests (nearly all unsuccessful nests = depredated) and also to calculate daily survival probability. 6 of failed nests thought to be due to predation.,NA,NA,2,HBW Alive,NA,NA,NA,Oniki Y. 1979. Is nesting success of birds low in the tropics? Biotropica 11: 60-69,23.54823303,S,trop,tropical
291,Brazil,Sao Carlos Federal University,-21.966667,-47.86667,1997-2003,open,Double-collared Seedeater,Sporophila caerulescens,Sporophila caerulescens,Sporophila_caerulescens,Emberizidae,13180,open,41,NA,NA,0.9625,9,8,0.88,"Mean DSR is reported, but DSR during the incubation (0.990) and nestling (0.935) stages differed. 1 nest failed because of weather, all others because of predation (at least 8 nests failed due to predation).",12,13.5,2,Paper,Paper,Paper,NA,Francisco MR. 2006. Breeding Biology of the Double-Collared Seedeater (Sporophila caerulescens). Wilson Journal of Ornithology 118: 85-90.,843.4890137,S,trop,tropical
292,Ecuador,Ancon (Guayas Province),-2.310831,-80.838557,1955-1958,open,Parrot-billed Seedeater,Sporophila peruviana,Sporophila peruviana,Sporophila_peruviana,Emberizidae,13186,open,264,132,0.5,NA,NA,NA,NA,"Marchant writes that of 573 eggs, 292 nestlings fledged (vs. 132 successful nests out of 264). 8 failed nests due to desertion (vs. 54 with losses of eggs or young = predators?)",11,10,2.7,Paper,Paper,Paper,NA,Marchant S. 1960. The breeding of some SW Ecuadorian birds. Ibis 102: 349-382,36.67686844,S,trop,tropical
293,Ecuador,Ancon (Guayas Province),-2.310831,-80.838557,1955-1958,open,Chestnut-throated Seedeater,Sporophila telasco,Sporophila telasco,Sporophila_telasco,Emberizidae,13201,open,254,95,0.374015748,NA,NA,NA,NA,"Marchant writes that of 419 eggs, 186 nestlings fledged (vs. 95 successful nests out of 234). 24 failed nests due to desertion (vs. 71 with losses of eggs or young = predators?)",11,9,2.6,Paper,Paper,Paper,NA,Marchant S. 1960. The breeding of some SW Ecuadorian birds. Ibis 102: 349-382,36.67686844,S,trop,tropical
294,Costa Rica,Los Cusingos,9.333448,-83.627878,1942-1982,open,Yellow-faced Grassquit,Tiaris olivacea,Tiaris olivaceus,Tiaris_olivaceus,Emberizidae,13221,open,82,29,0.353658537,NA,NA,NA,NA,NA,NA,NA,2.25,Paper,NA,NA,NA,"Skutch AF. 1985. Clutch size, nesting success and predation on nests of Neotropical birds, reviewed. Ornithological Monographs 36: 575-594.",818.7720947,N,trop,tropical
295,United States,"Wishart, Missouri",37.500091,-93.500497,1995-1997,open,Dickcissel,Spiza americana,Spiza americana,Spiza_americana,Cardinalidae,13269,open,242,112,0.462809917,NA,NA,NA,NA,mayfield 0.297,12.5,9,3.9,Paper,HBW Alive,HBW Alive,NA,Winter M. 1999. Nesting biology of Dickcissels and Henslow's Sparrows in southwestern Missouri prairie fragments. The Wilson Bulletin : 515-526.,306.9012756,N,ntemp,temperate
295,United States,Flint Hills,37.369939,-96.562165,"1997, 1998",open,Dickcissel,Spiza americana,Spiza americana,Spiza_americana,Cardinalidae,13269,open,125,55,0.44,NA,NA,NA,NA,NA,12.5,9,4,HBW Alive (median),HBW Alive,HBW Alive,NA,Jensen WE & Finck EJ. 2004. Edge effects on nesting Dickcissels (Spiza americana) in relation to edge type of remnant tallgrass prairie in Kansas. The American Midland Naturalist 151: 192-199.,454.0423889,N,ntemp,temperate
295,United States,"Eagle Lake Wetland, Iowa",43,-94,1999-2002,open,Dickcissel,Spiza americana,Spiza americana,Spiza_americana,Cardinalidae,13269,open,200,77,0.385,NA,NA,NA,NA,NA,12.5,9,4,HBW Alive (median),HBW Alive,HBW Alive,NA,"Fletcher RJ, RR Koford & DA Seaman. 2006. Critical demographic parameters for declining songbirds breeding in restored grasslands. Journal of Wildlife Management 70: 145-157.",356.8443298,N,ntemp,temperate
296,Canada,SW Ontario,43.064649,-80.91546,2000-2004,closed,Rose-breasted Grosbeak,Pheucticus ludovicianus,Pheucticus ludovicianus,Pheucticus_ludovicianus,Cardinalidae,13275,open,151,NA,0.39,0.961,NA,NA,NA,NA,12.5,10,4,HBW Alive,HBW Alive,HBW Alive,NA,"Smith LA, DM Burke, E Nol & KA Elliott. 2006. The effects of partial cutting on the Rose-breasted Grosbeak: abundance, food availability, and nest survival. Canadian Journal of Forest Research 36: 1087-1096.",299.4954529,N,ntemp,temperate
296,Canada,Algonquin Provinvial Park,45.39908,-78.30403,1994-1997,closed,Rose-breasted Grosbeak,Pheucticus ludovicianus,Pheucticus ludovicianus,Pheucticus_ludovicianus,Cardinalidae,13275,open,56,NA,NA,0.9706,NA,NA,NA,Daily nest mortality reported for different size cutblcoks. Size of study area spanned roughly 100km. No significant differences between nest success in different plots so I pooled data and reported mean DSR.,12.5,10.5,4,HBW Alive,HBW Alive,HBW Alive,NA,Burke DM & E Nol. 2000. Landscape and Fragment Size Effects on Reproductive Success of Forest-Breeding Birds in Ontario. Ecological Applications 10: 1749-1761.,489.2186279,N,ntemp,temperate
296,Canada,"Waterloo, Ontario",43,-80,1996-1997,closed,Rose-breasted Grosbeak,Pheucticus ludovicianus,Pheucticus ludovicianus,Pheucticus_ludovicianus,Cardinalidae,13275,open,63,36,0.5714,0.968,NA,NA,NA,10% of nests parisitized by cowbirds. No difference in DSR between parisitized and unparisitized nests.,12.5,10,4,HBW Alive,HBW Alive,HBW Alive,Study conducted across 41 plots with a 55 X 52 km block. No differeneces in DSR among plots so data was pooled.,"Friesen L, MD Cadman & RJ Mackay. 1999. Nesting success of Neotropical migrant songbirds in a highly fragmented landscape. Conservation Biology 13: 338-346.",203.7481537,N,ntemp,temperate
297,United States,Sandia Mountains,35.2037055,-106.5906423,"1984, 1985, 1986",closed,Black-headed Grosbeak,Pheucticus melanocephalus,Pheucticus melanocephalus,Pheucticus_melanocephalus,Cardinalidae,13276,open,25,15,0.6,NA,NA,NA,NA,original article separated %SuccNests by age class. I took the mean across all ages,13,12,3.5,HBW Alive (median),HBW Alive,HBW Alive,NA,"Hill GE. Age, plumage brightness, territory quality, and reproductive success in the Black-headed Grosbeak. The Condor 90: 379-388. ",1576.797485,N,ntemp,temperate
298,United States,Knox County,40.100338,-92.183312,2000-2001,semi-open,Northern Cardinal,Cardinalis cardinalis,Cardinalis cardinalis,Cardinalis_cardinalis,Cardinalidae,13277,open,55,22,0.4,NA,NA,NA,NA,NA,12,10,2.5,HBW Alive (median),HBW Alive,HBW Alive,fragment,"Peak, RG, FR Thompson III, & TL Shaffer. 2004. Factors affecting songbird nest survival in riparian forests in a Midwestern agricultural landscape. The Auk 121: 726-737.",245.9233398,N,ntemp,temperate
298,United States,Trail of Tears State Forest,37.496496,-89.365116,1990-1991,semi-open,Northern Cardinal,Cardinalis cardinalis,Cardinalis cardinalis,Cardinalis_cardinalis,Cardinalidae,13277,open,139,NA,NA,0.943,NA,NA,NA,daily mortality presented across a few different forest types. Used mean value for each species,12,10,2.5,HBW Alive (median),HBW Alive,HBW Alive,NA,Robinson SK & WD Robinson. 2001. Avian nesting success in a selectively harvestednorth temperate deciduous forest. Conservation Biology 15: 763-1771,155.670105,N,ntemp,temperate
298,United States,Tensas National Wildlife Refuge,32.32471,-91.343997,1994-1997,semi-open,Northern Cardinal,Cardinalis cardinalis,Cardinalis cardinalis,Cardinalis_cardinalis,Cardinalidae,13277,open,144,NA,NA,0.944,NA,NA,NA,NA,12,10,2.5,HBW Alive (median),HBW Alive,HBW Alive,bottomland hardwood forests,"Twedt DJ, RR Wilson, JL Henne-Kerr & RB Hamilton. 2001. Nest survival of forest birds in the Mississippi Alluvial Valley. The Journal of Wildlife Management 65: 450-460.",21.70057678,N,ntemp,temperate
